date_key,date_jour,annee,trimestre,mois,mois_nom,jour,semaine_iso,jour_semaine_num,jour_semaine_nom,est_weekend,annee_mois,annee_trimestre,debut_mois,debut_semaine
20230523,2023-05-23,2023,2,5,May,23,21,2,Tuesday,false,2023-05,2023-T2,2023-05-01,2023-05-22
20230524,2023-05-24,2023,2,5,May,24,21,3,Wednesday,false,2023-05,2023-T2,2023-05-01,2023-05-22
20230525,2023-05-25,2023,2,5,May,25,21,4,Thursday,false,2023-05,2023-T2,2023-05-01,2023-05-22
20230526,2023-05-26,2023,2,5,May,26,21,5,Friday,false,2023-05,2023-T2,2023-05-01,2023-05-22
20230527,2023-05-27,2023,2,5,May,27,21,6,Saturday,true,2023-05,2023-T2,2023-05-01,2023-05-22
20230528,2023-05-28,2023,2,5,May,28,21,7,Sunday,true,2023-05,2023-T2,2023-05-01,2023-05-22
20230529,2023-05-29,2023,2,5,May,29,22,1,Monday,false,2023-05,2023-T2,2023-05-01,2023-05-29
20230530,2023-05-30,2023,2,5,May,30,22,2,Tuesday,false,2023-05,2023-T2,2023-05-01,2023-05-29
20230531,2023-05-31,2023,2,5,May,31,22,3,Wednesday,false,2023-05,2023-T2,2023-05-01,2023-05-29
20230601,2023-06-01,2023,2,6,June,1,22,4,Thursday,false,2023-06,2023-T2,2023-06-01,2023-05-29
20230602,2023-06-02,2023,2,6,June,2,22,5,Friday,false,2023-06,2023-T2,2023-06-01,2023-05-29
20230603,2023-06-03,2023,2,6,June,3,22,6,Saturday,true,2023-06,2023-T2,2023-06-01,2023-05-29
20230604,2023-06-04,2023,2,6,June,4,22,7,Sunday,true,2023-06,2023-T2,2023-06-01,2023-05-29
20230605,2023-06-05,2023,2,6,June,5,23,1,Monday,false,2023-06,2023-T2,2023-06-01,2023-06-05
20230606,2023-06-06,2023,2,6,June,6,23,2,Tuesday,false,2023-06,2023-T2,2023-06-01,2023-06-05
20230607,2023-06-07,2023,2,6,June,7,23,3,Wednesday,false,2023-06,2023-T2,2023-06-01,2023-06-05
20230608,2023-06-08,2023,2,6,June,8,23,4,Thursday,false,2023-06,2023-T2,2023-06-01,2023-06-05
20230609,2023-06-09,2023,2,6,June,9,23,5,Friday,false,2023-06,2023-T2,2023-06-01,2023-06-05
20230610,2023-06-10,2023,2,6,June,10,23,6,Saturday,true,2023-06,2023-T2,2023-06-01,2023-06-05
20230611,2023-06-11,2023,2,6,June,11,23,7,Sunday,true,2023-06,2023-T2,2023-06-01,2023-06-05
20230612,2023-06-12,2023,2,6,June,12,24,1,Monday,false,2023-06,2023-T2,2023-06-01,2023-06-12
20230613,2023-06-13,2023,2,6,June,13,24,2,Tuesday,false,2023-06,2023-T2,2023-06-01,2023-06-12
20230614,2023-06-14,2023,2,6,June,14,24,3,Wednesday,false,2023-06,2023-T2,2023-06-01,2023-06-12
20230615,2023-06-15,2023,2,6,June,15,24,4,Thursday,false,2023-06,2023-T2,2023-06-01,2023-06-12
20230616,2023-06-16,2023,2,6,June,16,24,5,Friday,false,2023-06,2023-T2,2023-06-01,2023-06-12
20230617,2023-06-17,2023,2,6,June,17,24,6,Saturday,true,2023-06,2023-T2,2023-06-01,2023-06-12
20230618,2023-06-18,2023,2,6,June,18,24,7,Sunday,true,2023-06,2023-T2,2023-06-01,2023-06-12
20230619,2023-06-19,2023,2,6,June,19,25,1,Monday,false,2023-06,2023-T2,2023-06-01,2023-06-19
20230620,2023-06-20,2023,2,6,June,20,25,2,Tuesday,false,2023-06,2023-T2,2023-06-01,2023-06-19
20230621,2023-06-21,2023,2,6,June,21,25,3,Wednesday,false,2023-06,2023-T2,2023-06-01,2023-06-19
20230622,2023-06-22,2023,2,6,June,22,25,4,Thursday,false,2023-06,2023-T2,2023-06-01,2023-06-19
20230623,2023-06-23,2023,2,6,June,23,25,5,Friday,false,2023-06,2023-T2,2023-06-01,2023-06-19
20230624,2023-06-24,2023,2,6,June,24,25,6,Saturday,true,2023-06,2023-T2,2023-06-01,2023-06-19
20230625,2023-06-25,2023,2,6,June,25,25,7,Sunday,true,2023-06,2023-T2,2023-06-01,2023-06-19
20230626,2023-06-26,2023,2,6,June,26,26,1,Monday,false,2023-06,2023-T2,2023-06-01,2023-06-26
20230627,2023-06-27,2023,2,6,June,27,26,2,Tuesday,false,2023-06,2023-T2,2023-06-01,2023-06-26
20230628,2023-06-28,2023,2,6,June,28,26,3,Wednesday,false,2023-06,2023-T2,2023-06-01,2023-06-26
20230629,2023-06-29,2023,2,6,June,29,26,4,Thursday,false,2023-06,2023-T2,2023-06-01,2023-06-26
20230630,2023-06-30,2023,2,6,June,30,26,5,Friday,false,2023-06,2023-T2,2023-06-01,2023-06-26
20230701,2023-07-01,2023,3,7,July,1,26,6,Saturday,true,2023-07,2023-T3,2023-07-01,2023-06-26
20230702,2023-07-02,2023,3,7,July,2,26,7,Sunday,true,2023-07,2023-T3,2023-07-01,2023-06-26
20230703,2023-07-03,2023,3,7,July,3,27,1,Monday,false,2023-07,2023-T3,2023-07-01,2023-07-03
20230704,2023-07-04,2023,3,7,July,4,27,2,Tuesday,false,2023-07,2023-T3,2023-07-01,2023-07-03
20230705,2023-07-05,2023,3,7,July,5,27,3,Wednesday,false,2023-07,2023-T3,2023-07-01,2023-07-03
20230706,2023-07-06,2023,3,7,July,6,27,4,Thursday,false,2023-07,2023-T3,2023-07-01,2023-07-03
20230707,2023-07-07,2023,3,7,July,7,27,5,Friday,false,2023-07,2023-T3,2023-07-01,2023-07-03
20230708,2023-07-08,2023,3,7,July,8,27,6,Saturday,true,2023-07,2023-T3,2023-07-01,2023-07-03
20230709,2023-07-09,2023,3,7,July,9,27,7,Sunday,true,2023-07,2023-T3,2023-07-01,2023-07-03
20230710,2023-07-10,2023,3,7,July,10,28,1,Monday,false,2023-07,2023-T3,2023-07-01,2023-07-10
20230711,2023-07-11,2023,3,7,July,11,28,2,Tuesday,false,2023-07,2023-T3,2023-07-01,2023-07-10
20230712,2023-07-12,2023,3,7,July,12,28,3,Wednesday,false,2023-07,2023-T3,2023-07-01,2023-07-10
20230713,2023-07-13,2023,3,7,July,13,28,4,Thursday,false,2023-07,2023-T3,2023-07-01,2023-07-10
20230714,2023-07-14,2023,3,7,July,14,28,5,Friday,false,2023-07,2023-T3,2023-07-01,2023-07-10
20230715,2023-07-15,2023,3,7,July,15,28,6,Saturday,true,2023-07,2023-T3,2023-07-01,2023-07-10
20230716,2023-07-16,2023,3,7,July,16,28,7,Sunday,true,2023-07,2023-T3,2023-07-01,2023-07-10
20230717,2023-07-17,2023,3,7,July,17,29,1,Monday,false,2023-07,2023-T3,2023-07-01,2023-07-17
20230718,2023-07-18,2023,3,7,July,18,29,2,Tuesday,false,2023-07,2023-T3,2023-07-01,2023-07-17
20230719,2023-07-19,2023,3,7,July,19,29,3,Wednesday,false,2023-07,2023-T3,2023-07-01,2023-07-17
20230720,2023-07-20,2023,3,7,July,20,29,4,Thursday,false,2023-07,2023-T3,2023-07-01,2023-07-17
20230721,2023-07-21,2023,3,7,July,21,29,5,Friday,false,2023-07,2023-T3,2023-07-01,2023-07-17
20230722,2023-07-22,2023,3,7,July,22,29,6,Saturday,true,2023-07,2023-T3,2023-07-01,2023-07-17
20230723,2023-07-23,2023,3,7,July,23,29,7,Sunday,true,2023-07,2023-T3,2023-07-01,2023-07-17
20230724,2023-07-24,2023,3,7,July,24,30,1,Monday,false,2023-07,2023-T3,2023-07-01,2023-07-24
20230725,2023-07-25,2023,3,7,July,25,30,2,Tuesday,false,2023-07,2023-T3,2023-07-01,2023-07-24
20230726,2023-07-26,2023,3,7,July,26,30,3,Wednesday,false,2023-07,2023-T3,2023-07-01,2023-07-24
20230727,2023-07-27,2023,3,7,July,27,30,4,Thursday,false,2023-07,2023-T3,2023-07-01,2023-07-24
20230728,2023-07-28,2023,3,7,July,28,30,5,Friday,false,2023-07,2023-T3,2023-07-01,2023-07-24
20230729,2023-07-29,2023,3,7,July,29,30,6,Saturday,true,2023-07,2023-T3,2023-07-01,2023-07-24
20230730,2023-07-30,2023,3,7,July,30,30,7,Sunday,true,2023-07,2023-T3,2023-07-01,2023-07-24
20230731,2023-07-31,2023,3,7,July,31,31,1,Monday,false,2023-07,2023-T3,2023-07-01,2023-07-31
20230801,2023-08-01,2023,3,8,August,1,31,2,Tuesday,false,2023-08,2023-T3,2023-08-01,2023-07-31
20230802,2023-08-02,2023,3,8,August,2,31,3,Wednesday,false,2023-08,2023-T3,2023-08-01,2023-07-31
20230803,2023-08-03,2023,3,8,August,3,31,4,Thursday,false,2023-08,2023-T3,2023-08-01,2023-07-31
20230804,2023-08-04,2023,3,8,August,4,31,5,Friday,false,2023-08,2023-T3,2023-08-01,2023-07-31
20230805,2023-08-05,2023,3,8,August,5,31,6,Saturday,true,2023-08,2023-T3,2023-08-01,2023-07-31
20230806,2023-08-06,2023,3,8,August,6,31,7,Sunday,true,2023-08,2023-T3,2023-08-01,2023-07-31
20230807,2023-08-07,2023,3,8,August,7,32,1,Monday,false,2023-08,2023-T3,2023-08-01,2023-08-07
20230808,2023-08-08,2023,3,8,August,8,32,2,Tuesday,false,2023-08,2023-T3,2023-08-01,2023-08-07
20230809,2023-08-09,2023,3,8,August,9,32,3,Wednesday,false,2023-08,2023-T3,2023-08-01,2023-08-07
20230810,2023-08-10,2023,3,8,August,10,32,4,Thursday,false,2023-08,2023-T3,2023-08-01,2023-08-07
20230811,2023-08-11,2023,3,8,August,11,32,5,Friday,false,2023-08,2023-T3,2023-08-01,2023-08-07
20230812,2023-08-12,2023,3,8,August,12,32,6,Saturday,true,2023-08,2023-T3,2023-08-01,2023-08-07
20230813,2023-08-13,2023,3,8,August,13,32,7,Sunday,true,2023-08,2023-T3,2023-08-01,2023-08-07
20230814,2023-08-14,2023,3,8,August,14,33,1,Monday,false,2023-08,2023-T3,2023-08-01,2023-08-14
20230815,2023-08-15,2023,3,8,August,15,33,2,Tuesday,false,2023-08,2023-T3,2023-08-01,2023-08-14
20230816,2023-08-16,2023,3,8,August,16,33,3,Wednesday,false,2023-08,2023-T3,2023-08-01,2023-08-14
20230817,2023-08-17,2023,3,8,August,17,33,4,Thursday,false,2023-08,2023-T3,2023-08-01,2023-08-14
20230818,2023-08-18,2023,3,8,August,18,33,5,Friday,false,2023-08,2023-T3,2023-08-01,2023-08-14
20230819,2023-08-19,2023,3,8,August,19,33,6,Saturday,true,2023-08,2023-T3,2023-08-01,2023-08-14
20230820,2023-08-20,2023,3,8,August,20,33,7,Sunday,true,2023-08,2023-T3,2023-08-01,2023-08-14
20230821,2023-08-21,2023,3,8,August,21,34,1,Monday,false,2023-08,2023-T3,2023-08-01,2023-08-21
20230822,2023-08-22,2023,3,8,August,22,34,2,Tuesday,false,2023-08,2023-T3,2023-08-01,2023-08-21
20230823,2023-08-23,2023,3,8,August,23,34,3,Wednesday,false,2023-08,2023-T3,2023-08-01,2023-08-21
20230824,2023-08-24,2023,3,8,August,24,34,4,Thursday,false,2023-08,2023-T3,2023-08-01,2023-08-21
20230825,2023-08-25,2023,3,8,August,25,34,5,Friday,false,2023-08,2023-T3,2023-08-01,2023-08-21
20230826,2023-08-26,2023,3,8,August,26,34,6,Saturday,true,2023-08,2023-T3,2023-08-01,2023-08-21
20230827,2023-08-27,2023,3,8,August,27,34,7,Sunday,true,2023-08,2023-T3,2023-08-01,2023-08-21
20230828,2023-08-28,2023,3,8,August,28,35,1,Monday,false,2023-08,2023-T3,2023-08-01,2023-08-28
20230829,2023-08-29,2023,3,8,August,29,35,2,Tuesday,false,2023-08,2023-T3,2023-08-01,2023-08-28
20230830,2023-08-30,2023,3,8,August,30,35,3,Wednesday,false,2023-08,2023-T3,2023-08-01,2023-08-28
20230831,2023-08-31,2023,3,8,August,31,35,4,Thursday,false,2023-08,2023-T3,2023-08-01,2023-08-28
20230901,2023-09-01,2023,3,9,September,1,35,5,Friday,false,2023-09,2023-T3,2023-09-01,2023-08-28
20230902,2023-09-02,2023,3,9,September,2,35,6,Saturday,true,2023-09,2023-T3,2023-09-01,2023-08-28
20230903,2023-09-03,2023,3,9,September,3,35,7,Sunday,true,2023-09,2023-T3,2023-09-01,2023-08-28
20230904,2023-09-04,2023,3,9,September,4,36,1,Monday,false,2023-09,2023-T3,2023-09-01,2023-09-04
20230905,2023-09-05,2023,3,9,September,5,36,2,Tuesday,false,2023-09,2023-T3,2023-09-01,2023-09-04
20230906,2023-09-06,2023,3,9,September,6,36,3,Wednesday,false,2023-09,2023-T3,2023-09-01,2023-09-04
20230907,2023-09-07,2023,3,9,September,7,36,4,Thursday,false,2023-09,2023-T3,2023-09-01,2023-09-04
20230908,2023-09-08,2023,3,9,September,8,36,5,Friday,false,2023-09,2023-T3,2023-09-01,2023-09-04
20230909,2023-09-09,2023,3,9,September,9,36,6,Saturday,true,2023-09,2023-T3,2023-09-01,2023-09-04
20230910,2023-09-10,2023,3,9,September,10,36,7,Sunday,true,2023-09,2023-T3,2023-09-01,2023-09-04
20230911,2023-09-11,2023,3,9,September,11,37,1,Monday,false,2023-09,2023-T3,2023-09-01,2023-09-11
20230912,2023-09-12,2023,3,9,September,12,37,2,Tuesday,false,2023-09,2023-T3,2023-09-01,2023-09-11
20230913,2023-09-13,2023,3,9,September,13,37,3,Wednesday,false,2023-09,2023-T3,2023-09-01,2023-09-11
20230914,2023-09-14,2023,3,9,September,14,37,4,Thursday,false,2023-09,2023-T3,2023-09-01,2023-09-11
20230915,2023-09-15,2023,3,9,September,15,37,5,Friday,false,2023-09,2023-T3,2023-09-01,2023-09-11
20230916,2023-09-16,2023,3,9,September,16,37,6,Saturday,true,2023-09,2023-T3,2023-09-01,2023-09-11
20230917,2023-09-17,2023,3,9,September,17,37,7,Sunday,true,2023-09,2023-T3,2023-09-01,2023-09-11
20230918,2023-09-18,2023,3,9,September,18,38,1,Monday,false,2023-09,2023-T3,2023-09-01,2023-09-18
20230919,2023-09-19,2023,3,9,September,19,38,2,Tuesday,false,2023-09,2023-T3,2023-09-01,2023-09-18
20230920,2023-09-20,2023,3,9,September,20,38,3,Wednesday,false,2023-09,2023-T3,2023-09-01,2023-09-18
20230921,2023-09-21,2023,3,9,September,21,38,4,Thursday,false,2023-09,2023-T3,2023-09-01,2023-09-18
20230922,2023-09-22,2023,3,9,September,22,38,5,Friday,false,2023-09,2023-T3,2023-09-01,2023-09-18
20230923,2023-09-23,2023,3,9,September,23,38,6,Saturday,true,2023-09,2023-T3,2023-09-01,2023-09-18
20230924,2023-09-24,2023,3,9,September,24,38,7,Sunday,true,2023-09,2023-T3,2023-09-01,2023-09-18
20230925,2023-09-25,2023,3,9,September,25,39,1,Monday,false,2023-09,2023-T3,2023-09-01,2023-09-25
20230926,2023-09-26,2023,3,9,September,26,39,2,Tuesday,false,2023-09,2023-T3,2023-09-01,2023-09-25
20230927,2023-09-27,2023,3,9,September,27,39,3,Wednesday,false,2023-09,2023-T3,2023-09-01,2023-09-25
20230928,2023-09-28,2023,3,9,September,28,39,4,Thursday,false,2023-09,2023-T3,2023-09-01,2023-09-25
20230929,2023-09-29,2023,3,9,September,29,39,5,Friday,false,2023-09,2023-T3,2023-09-01,2023-09-25
20230930,2023-09-30,2023,3,9,September,30,39,6,Saturday,true,2023-09,2023-T3,2023-09-01,2023-09-25
20231001,2023-10-01,2023,4,10,October,1,39,7,Sunday,true,2023-10,2023-T4,2023-10-01,2023-09-25
